[00:08:00]: [Join Announcement] GMC6
[00:08:25]: [Announcement] GMC6   has a Krampus Sack   Completed Achievement [Top 1%]
[00:09:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:09:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:10:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:11:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[00:12:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
